pair_id,patch_id,cloudy_filename,noncloudy_filename,row,col,patch_size,stride,cloudy_valid_pct,noncloudy_valid_pct
ahemadabad1,ahemadabad1_patch_00001,ahemadabad1_patch_00001.png,ahemadabad1_patch_00001.png,15872,1920,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00002,ahemadabad1_patch_00002.png,ahemadabad1_patch_00002.png,12416,2560,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00003,ahemadabad1_patch_00003.png,ahemadabad1_patch_00003.png,13568,1664,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00004,ahemadabad1_patch_00004.png,ahemadabad1_patch_00004.png,14464,13696,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00005,ahemadabad1_patch_00005.png,ahemadabad1_patch_00005.png,14080,10368,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00006,ahemadabad1_patch_00006.png,ahemadabad1_patch_00006.png,14464,6272,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00007,ahemadabad1_patch_00007.png,ahemadabad1_patch_00007.png,2944,12160,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00008,ahemadabad1_patch_00008.png,ahemadabad1_patch_00008.png,12544,10752,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00009,ahemadabad1_patch_00009.png,ahemadabad1_patch_00009.png,3200,6656,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00010,ahemadabad1_patch_00010.png,ahemadabad1_patch_00010.png,12416,9856,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00011,ahemadabad1_patch_00011.png,ahemadabad1_patch_00011.png,15232,896,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00012,ahemadabad1_patch_00012.png,ahemadabad1_patch_00012.png,9856,13824,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00013,ahemadabad1_patch_00013.png,ahemadabad1_patch_00013.png,10240,11776,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00014,ahemadabad1_patch_00014.png,ahemadabad1_patch_00014.png,10752,13312,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00015,ahemadabad1_patch_00015.png,ahemadabad1_patch_00015.png,10112,2176,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00016,ahemadabad1_patch_00016.png,ahemadabad1_patch_00016.png,5504,9088,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00017,ahemadabad1_patch_00017.png,ahemadabad1_patch_00017.png,15232,10240,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00018,ahemadabad1_patch_00018.png,ahemadabad1_patch_00018.png,6016,7680,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00019,ahemadabad1_patch_00019.png,ahemadabad1_patch_00019.png,4608,13568,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00020,ahemadabad1_patch_00020.png,ahemadabad1_patch_00020.png,8192,4224,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00021,ahemadabad1_patch_00021.png,ahemadabad1_patch_00021.png,4736,11136,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00022,ahemadabad1_patch_00022.png,ahemadabad1_patch_00022.png,12672,7680,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00023,ahemadabad1_patch_00023.png,ahemadabad1_patch_00023.png,15616,6272,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00024,ahemadabad1_patch_00024.png,ahemadabad1_patch_00024.png,14720,4992,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00025,ahemadabad1_patch_00025.png,ahemadabad1_patch_00025.png,13184,8448,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00026,ahemadabad1_patch_00026.png,ahemadabad1_patch_00026.png,11264,13312,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00027,ahemadabad1_patch_00027.png,ahemadabad1_patch_00027.png,15232,8192,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00028,ahemadabad1_patch_00028.png,ahemadabad1_patch_00028.png,12672,3712,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00029,ahemadabad1_patch_00029.png,ahemadabad1_patch_00029.png,5760,9088,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00030,ahemadabad1_patch_00030.png,ahemadabad1_patch_00030.png,2304,9984,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00031,ahemadabad1_patch_00031.png,ahemadabad1_patch_00031.png,6528,8448,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00032,ahemadabad1_patch_00032.png,ahemadabad1_patch_00032.png,256,12928,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00033,ahemadabad1_patch_00033.png,ahemadabad1_patch_00033.png,9856,3584,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00034,ahemadabad1_patch_00034.png,ahemadabad1_patch_00034.png,12928,11008,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00035,ahemadabad1_patch_00035.png,ahemadabad1_patch_00035.png,3584,3328,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00036,ahemadabad1_patch_00036.png,ahemadabad1_patch_00036.png,13056,2944,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00037,ahemadabad1_patch_00037.png,ahemadabad1_patch_00037.png,3968,11008,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00038,ahemadabad1_patch_00038.png,ahemadabad1_patch_00038.png,2816,8064,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00039,ahemadabad1_patch_00039.png,ahemadabad1_patch_00039.png,8832,8960,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00040,ahemadabad1_patch_00040.png,ahemadabad1_patch_00040.png,1664,11008,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00041,ahemadabad1_patch_00041.png,ahemadabad1_patch_00041.png,7296,8064,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00042,ahemadabad1_patch_00042.png,ahemadabad1_patch_00042.png,8832,5504,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00043,ahemadabad1_patch_00043.png,ahemadabad1_patch_00043.png,5760,6784,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00044,ahemadabad1_patch_00044.png,ahemadabad1_patch_00044.png,1280,16896,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00045,ahemadabad1_patch_00045.png,ahemadabad1_patch_00045.png,8448,5504,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00046,ahemadabad1_patch_00046.png,ahemadabad1_patch_00046.png,4224,3328,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00047,ahemadabad1_patch_00047.png,ahemadabad1_patch_00047.png,11264,8064,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00048,ahemadabad1_patch_00048.png,ahemadabad1_patch_00048.png,3456,3840,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00049,ahemadabad1_patch_00049.png,ahemadabad1_patch_00049.png,11392,1152,256,128,100.0,90.77
ahemadabad1,ahemadabad1_patch_00050,ahemadabad1_patch_00050.png,ahemadabad1_patch_00050.png,11776,14336,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00051,ahemadabad1_patch_00051.png,ahemadabad1_patch_00051.png,12928,1536,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00052,ahemadabad1_patch_00052.png,ahemadabad1_patch_00052.png,1024,6144,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00053,ahemadabad1_patch_00053.png,ahemadabad1_patch_00053.png,15616,9088,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00054,ahemadabad1_patch_00054.png,ahemadabad1_patch_00054.png,2048,9600,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00055,ahemadabad1_patch_00055.png,ahemadabad1_patch_00055.png,8448,7296,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00056,ahemadabad1_patch_00056.png,ahemadabad1_patch_00056.png,9600,5888,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00057,ahemadabad1_patch_00057.png,ahemadabad1_patch_00057.png,14336,10240,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00058,ahemadabad1_patch_00058.png,ahemadabad1_patch_00058.png,8832,13952,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00059,ahemadabad1_patch_00059.png,ahemadabad1_patch_00059.png,128,13056,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00060,ahemadabad1_patch_00060.png,ahemadabad1_patch_00060.png,14208,13824,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00061,ahemadabad1_patch_00061.png,ahemadabad1_patch_00061.png,12160,13824,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00062,ahemadabad1_patch_00062.png,ahemadabad1_patch_00062.png,6528,9984,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00063,ahemadabad1_patch_00063.png,ahemadabad1_patch_00063.png,640,10368,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00064,ahemadabad1_patch_00064.png,ahemadabad1_patch_00064.png,12032,2944,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00065,ahemadabad1_patch_00065.png,ahemadabad1_patch_00065.png,14592,9216,256,128,100.0,100.0
ahemadabad1,ahemadabad1_patch_00066,ahemadabad1_patch_00066.png,ahemadabad1_patch_00066.png,5504,13568,256,128,100.0,100.0
