pair_id,patch_id,cloudy_filename,noncloudy_filename,row,col,patch_size,stride,cloudy_valid_pct,noncloudy_valid_pct
Pair11_Raipur,Pair11_Raipur_patch_00001,Pair11_Raipur_patch_00001.png,Pair11_Raipur_patch_00001.png,5376,2688,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00002,Pair11_Raipur_patch_00002.png,Pair11_Raipur_patch_00002.png,11520,5888,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00003,Pair11_Raipur_patch_00003.png,Pair11_Raipur_patch_00003.png,10880,7168,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00004,Pair11_Raipur_patch_00004.png,Pair11_Raipur_patch_00004.png,4096,8704,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00005,Pair11_Raipur_patch_00005.png,Pair11_Raipur_patch_00005.png,8320,15360,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00006,Pair11_Raipur_patch_00006.png,Pair11_Raipur_patch_00006.png,12416,2688,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00007,Pair11_Raipur_patch_00007.png,Pair11_Raipur_patch_00007.png,15872,4864,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00008,Pair11_Raipur_patch_00008.png,Pair11_Raipur_patch_00008.png,15616,512,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00009,Pair11_Raipur_patch_00009.png,Pair11_Raipur_patch_00009.png,2944,8064,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00010,Pair11_Raipur_patch_00010.png,Pair11_Raipur_patch_00010.png,16256,10880,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00011,Pair11_Raipur_patch_00011.png,Pair11_Raipur_patch_00011.png,6400,4864,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00012,Pair11_Raipur_patch_00012.png,Pair11_Raipur_patch_00012.png,1792,12928,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00013,Pair11_Raipur_patch_00013.png,Pair11_Raipur_patch_00013.png,4608,5632,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00014,Pair11_Raipur_patch_00014.png,Pair11_Raipur_patch_00014.png,10624,8448,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00015,Pair11_Raipur_patch_00015.png,Pair11_Raipur_patch_00015.png,14848,2048,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00016,Pair11_Raipur_patch_00016.png,Pair11_Raipur_patch_00016.png,12288,11392,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00017,Pair11_Raipur_patch_00017.png,Pair11_Raipur_patch_00017.png,3328,12032,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00018,Pair11_Raipur_patch_00018.png,Pair11_Raipur_patch_00018.png,1408,11008,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00019,Pair11_Raipur_patch_00019.png,Pair11_Raipur_patch_00019.png,15616,11520,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00020,Pair11_Raipur_patch_00020.png,Pair11_Raipur_patch_00020.png,384,12032,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00021,Pair11_Raipur_patch_00021.png,Pair11_Raipur_patch_00021.png,13440,3328,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00022,Pair11_Raipur_patch_00022.png,Pair11_Raipur_patch_00022.png,5120,8832,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00023,Pair11_Raipur_patch_00023.png,Pair11_Raipur_patch_00023.png,4224,16384,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00024,Pair11_Raipur_patch_00024.png,Pair11_Raipur_patch_00024.png,4480,12928,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00025,Pair11_Raipur_patch_00025.png,Pair11_Raipur_patch_00025.png,256,9984,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00026,Pair11_Raipur_patch_00026.png,Pair11_Raipur_patch_00026.png,6912,15360,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00027,Pair11_Raipur_patch_00027.png,Pair11_Raipur_patch_00027.png,11776,9344,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00028,Pair11_Raipur_patch_00028.png,Pair11_Raipur_patch_00028.png,6016,16000,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00029,Pair11_Raipur_patch_00029.png,Pair11_Raipur_patch_00029.png,5504,14592,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00030,Pair11_Raipur_patch_00030.png,Pair11_Raipur_patch_00030.png,1920,5888,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00031,Pair11_Raipur_patch_00031.png,Pair11_Raipur_patch_00031.png,1920,14848,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00032,Pair11_Raipur_patch_00032.png,Pair11_Raipur_patch_00032.png,768,16128,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00033,Pair11_Raipur_patch_00033.png,Pair11_Raipur_patch_00033.png,13184,7808,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00034,Pair11_Raipur_patch_00034.png,Pair11_Raipur_patch_00034.png,5504,9856,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00035,Pair11_Raipur_patch_00035.png,Pair11_Raipur_patch_00035.png,4736,9984,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00036,Pair11_Raipur_patch_00036.png,Pair11_Raipur_patch_00036.png,14336,768,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00037,Pair11_Raipur_patch_00037.png,Pair11_Raipur_patch_00037.png,6528,12544,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00038,Pair11_Raipur_patch_00038.png,Pair11_Raipur_patch_00038.png,10752,9600,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00039,Pair11_Raipur_patch_00039.png,Pair11_Raipur_patch_00039.png,14976,2304,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00040,Pair11_Raipur_patch_00040.png,Pair11_Raipur_patch_00040.png,13056,8704,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00041,Pair11_Raipur_patch_00041.png,Pair11_Raipur_patch_00041.png,8448,5504,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00042,Pair11_Raipur_patch_00042.png,Pair11_Raipur_patch_00042.png,10496,6656,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00043,Pair11_Raipur_patch_00043.png,Pair11_Raipur_patch_00043.png,7552,12032,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00044,Pair11_Raipur_patch_00044.png,Pair11_Raipur_patch_00044.png,12288,3840,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00045,Pair11_Raipur_patch_00045.png,Pair11_Raipur_patch_00045.png,15488,8448,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00046,Pair11_Raipur_patch_00046.png,Pair11_Raipur_patch_00046.png,10624,2048,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00047,Pair11_Raipur_patch_00047.png,Pair11_Raipur_patch_00047.png,2816,10624,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00048,Pair11_Raipur_patch_00048.png,Pair11_Raipur_patch_00048.png,6656,13824,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00049,Pair11_Raipur_patch_00049.png,Pair11_Raipur_patch_00049.png,6528,8064,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00050,Pair11_Raipur_patch_00050.png,Pair11_Raipur_patch_00050.png,2560,14080,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00051,Pair11_Raipur_patch_00051.png,Pair11_Raipur_patch_00051.png,4352,7552,256,128,100.0,100.0
Pair11_Raipur,Pair11_Raipur_patch_00052,Pair11_Raipur_patch_00052.png,Pair11_Raipur_patch_00052.png,9600,8960,256,128,100.0,100.0
